Scheme Code;Net Asset Value;Repurchase Price;Sale Price;Date
100471;Franklin India Bluechip Fund-Growth;339.9663;336.5666;339.9663;08-Dec-2015
100471;Franklin India Bluechip Fund-Growth;335.8563;332.4977;335.8563;09-Dec-2015
100471;Franklin India Bluechip Fund-Growth;337.4060;334.0319;337.4060;10-Dec-2015
100471;Franklin India Bluechip Fund-Growth;333.6838;330.3470;333.6838;11-Dec-2015
100471;Franklin India Bluechip Fund-Growth;334.4895;331.1446;334.4895;14-Dec-2015
100471;Franklin India Bluechip Fund-Growth;336.5848;333.219;336.5848;15-Dec-2015
100471;Franklin India Bluechip Fund-Growth;339.0004;335.6104;339.0004;16-Dec-2015
100471;Franklin India Bluechip Fund-Growth;343.0059;339.5758;343.0059;17-Dec-2015
100471;Franklin India Bluechip Fund-Growth;339.6280;336.2317;339.6280;18-Dec-2015
100471;Franklin India Bluechip Fund-Growth;341.7803;338.3625;341.7803;21-Dec-2015
100471;Franklin India Bluechip Fund-Growth;340.2841;336.8813;340.2841;22-Dec-2015
100471;Franklin India Bluechip Fund-Growth;342.9503;339.5208;342.9503;23-Dec-2015
100471;Franklin India Bluechip Fund-Growth;343.1369;339.7055;343.1369;24-Dec-2015
100471;Franklin India Bluechip Fund-Growth;345.3305;341.8772;345.3305;28-Dec-2015
100471;Franklin India Bluechip Fund-Growth;345.5060;342.0509;345.5060;29-Dec-2015
100471;Franklin India Bluechip Fund-Growth;344.5313;341.0860;344.5313;30-Dec-2015
100471;Franklin India Bluechip Fund-Growth;344.8196;341.3714;344.8196;31-Dec-2015
100471;Franklin India Bluechip Fund-Growth;345.7959;342.3379;345.7959;01-Jan-2016
100471;Franklin India Bluechip Fund-Growth;339.1084;335.7173;339.1084;04-Jan-2016
100471;Franklin India Bluechip Fund-Growth;338.4650;335.0804;338.4650;05-Jan-2016
100471;Franklin India Bluechip Fund-Growth;337.1961;333.8241;337.1961;06-Jan-2016
100471;Franklin India Bluechip Fund-Growth;330.6425;327.3361;330.6425;07-Jan-2016
100471;Franklin India Bluechip Fund-Growth;332.5923;329.2664;332.5923;08-Jan-2016
100471;Franklin India Bluechip Fund-Growth;330.4834;327.1786;330.4834;11-Jan-2016
100471;Franklin India Bluechip Fund-Growth;327.9032;324.6242;327.9032;12-Jan-2016
100471;Franklin India Bluechip Fund-Growth;330.7754;327.4676;330.7754;13-Jan-2016
100471;Franklin India Bluechip Fund-Growth;328.6582;325.3716;328.6582;14-Jan-2016
100471;Franklin India Bluechip Fund-Growth;325.9634;322.7038;325.9634;15-Jan-2016
100471;Franklin India Bluechip Fund-Growth;321.2865;318.0736;321.2865;18-Jan-2016
100471;Franklin India Bluechip Fund-Growth;325.1448;321.8934;325.1448;19-Jan-2016
100471;Franklin India Bluechip Fund-Growth;320.7181;317.5109;320.7181;20-Jan-2016
100471;Franklin India Bluechip Fund-Growth;319.6868;316.4899;319.6868;21-Jan-2016
100471;Franklin India Bluechip Fund-Growth;324.9224;321.6732;324.9224;22-Jan-2016
100471;Franklin India Bluechip Fund-Growth;325.3296;322.0763;325.3296;25-Jan-2016
100471;Franklin India Bluechip Fund-Growth;325.8569;322.5983;325.8569;27-Jan-2016
100471;Franklin India Bluechip Fund-Growth;324.5033;321.2583;324.5033;28-Jan-2016
100471;Franklin India Bluechip Fund-Growth;330.8659;327.5572;330.8659;29-Jan-2016
100471;Franklin India Bluechip Fund-Growth;331.8207;328.5025;331.8207;01-Feb-2016
100471;Franklin India Bluechip Fund-Growth;328.0911;324.8102;328.0911;02-Feb-2016
100471;Franklin India Bluechip Fund-Growth;323.8432;320.6048;323.8432;03-Feb-2016
100471;Franklin India Bluechip Fund-Growth;325.7423;322.4849;325.7423;04-Feb-2016
100471;Franklin India Bluechip Fund-Growth;329.6135;326.3174;329.6135;05-Feb-2016
100471;Franklin India Bluechip Fund-Growth;325.8294;322.5711;325.8294;08-Feb-2016
100471;Franklin India Bluechip Fund-Growth;320.4773;317.2725;320.4773;09-Feb-2016
100471;Franklin India Bluechip Fund-Growth;317.3329;314.1596;317.3329;10-Feb-2016
100471;Franklin India Bluechip Fund-Growth;309.2628;306.1702;309.2628;11-Feb-2016
100471;Franklin India Bluechip Fund-Growth;308.3581;305.2745;308.3581;12-Feb-2016
100471;Franklin India Bluechip Fund-Growth;316.1040;312.9430;316.1040;15-Feb-2016
100471;Franklin India Bluechip Fund-Growth;311.5217;308.4065;311.5217;16-Feb-2016
100471;Franklin India Bluechip Fund-Growth;313.8688;310.7301;313.8688;17-Feb-2016
100471;Franklin India Bluechip Fund-Growth;318.4735;315.2888;318.4735;18-Feb-2016
100471;Franklin India Bluechip Fund-Growth;319.4016;316.2076;319.4016;19-Feb-2016
100471;Franklin India Bluechip Fund-Growth;320.8985;317.6895;320.8985;22-Feb-2016
100471;Franklin India Bluechip Fund-Growth;315.9083;312.7492;315.9083;23-Feb-2016
100471;Franklin India Bluechip Fund-Growth;312.9286;309.7993;312.9286;24-Feb-2016
100471;Franklin India Bluechip Fund-Growth;310.0499;306.9494;310.0499;25-Feb-2016
100471;Franklin India Bluechip Fund-Growth;311.9357;308.8163;311.9357;26-Feb-2016
100471;Franklin India Bluechip Fund-Growth;310.1005;306.9995;310.1005;29-Feb-2016
100471;Franklin India Bluechip Fund-Growth;318.6374;315.4510;318.6374;01-Mar-2016
100471;Franklin India Bluechip Fund-Growth;324.7659;321.5182;324.7659;02-Mar-2016
100471;Franklin India Bluechip Fund-Growth;329.3568;326.0632;329.3568;03-Mar-2016
100471;Franklin India Bluechip Fund-Growth;330.4558;327.1512;330.4558;04-Mar-2016
100471;Franklin India Bluechip Fund-Growth;329.4610;326.1664;329.4610;08-Mar-2016
100471;Franklin India Bluechip Fund-Growth;331.6703;328.3536;331.6703;09-Mar-2016
100471;Franklin India Bluechip Fund-Growth;329.7221;326.4249;329.7221;10-Mar-2016
100471;Franklin India Bluechip Fund-Growth;330.1245;326.8233;330.1245;11-Mar-2016
100471;Franklin India Bluechip Fund-Growth;332.0679;328.7472;332.0679;14-Mar-2016
100471;Franklin India Bluechip Fund-Growth;330.7650;327.4574;330.7650;15-Mar-2016
100471;Franklin India Bluechip Fund-Growth;331.6052;328.2891;331.6052;16-Mar-2016
100471;Franklin India Bluechip Fund-Growth;333.0457;329.7152;333.0457;17-Mar-2016
100471;Franklin India Bluechip Fund-Growth;336.8891;333.5202;336.8891;18-Mar-2016
100471;Franklin India Bluechip Fund-Growth;340.7514;337.3439;340.7514;21-Mar-2016
100471;Franklin India Bluechip Fund-Growth;340.7776;337.3698;340.7776;22-Mar-2016
100471;Franklin India Bluechip Fund-Growth;340.9630;337.5534;340.9630;23-Mar-2016
100471;Franklin India Bluechip Fund-Growth;337.5520;334.1765;337.5520;28-Mar-2016
100471;Franklin India Bluechip Fund-Growth;337.4763;334.1015;337.4763;29-Mar-2016
100471;Franklin India Bluechip Fund-Growth;343.9969;340.5569;343.9969;30-Mar-2016
100471;Franklin India Bluechip Fund-Growth;344.2319;340.7896;344.2319;31-Mar-2016
100471;Franklin India Bluechip Fund-Growth;343.0236;339.5934;343.0236;01-Apr-2016
100471;Franklin India Bluechip Fund-Growth;345.3896;341.9357;345.3896;04-Apr-2016
100471;Franklin India Bluechip Fund-Growth;338.3417;334.9583;338.3417;05-Apr-2016
100471;Franklin India Bluechip Fund-Growth;339.3892;335.9953;339.3892;06-Apr-2016
100471;Franklin India Bluechip Fund-Growth;337.5001;334.1251;337.5001;07-Apr-2016
100471;Franklin India Bluechip Fund-Growth;337.8262;334.4479;337.8262;08-Apr-2016
100471;Franklin India Bluechip Fund-Growth;342.2372;338.8148;342.2372;11-Apr-2016
100471;Franklin India Bluechip Fund-Growth;344.0035;340.5635;344.0035;12-Apr-2016
100471;Franklin India Bluechip Fund-Growth;349.0308;345.5405;349.0308;13-Apr-2016
100471;Franklin India Bluechip Fund-Growth;351.4348;347.9205;351.4348;18-Apr-2016
100471;Franklin India Bluechip Fund-Growth;351.4377;347.9233;351.4377;20-Apr-2016
100471;Franklin India Bluechip Fund-Growth;351.6774;348.1606;351.6774;21-Apr-2016
100471;Franklin India Bluechip Fund-Growth;351.9057;348.3866;351.9057;22-Apr-2016
100471;Franklin India Bluechip Fund-Growth;351.0460;347.5355;351.0460;25-Apr-2016
100471;Franklin India Bluechip Fund-Growth;354.8944;351.3455;354.8944;26-Apr-2016
100471;Franklin India Bluechip Fund-Growth;355.7977;352.2397;355.7977;27-Apr-2016
100471;Franklin India Bluechip Fund-Growth;351.8221;348.3039;351.8221;28-Apr-2016
100471;Franklin India Bluechip Fund-Growth;351.7109;348.1938;351.7109;29-Apr-2016
100471;Franklin India Bluechip Fund-Growth;349.0703;345.5796;349.0703;02-May-2016
100471;Franklin India Bluechip Fund-Growth;346.9350;343.4657;346.9350;03-May-2016
100471;Franklin India Bluechip Fund-Growth;344.3056;340.8625;344.3056;04-May-2016
100471;Franklin India Bluechip Fund-Growth;344.4124;340.9683;344.4124;05-May-2016
100471;Franklin India Bluechip Fund-Growth;344.2048;340.7628;344.2048;06-May-2016
100471;Franklin India Bluechip Fund-Growth;350.1269;346.6256;350.1269;09-May-2016
100471;Franklin India Bluechip Fund-Growth;351.6908;348.1739;351.6908;10-May-2016
100471;Franklin India Bluechip Fund-Growth;350.6959;347.1889;350.6959;11-May-2016
100471;Franklin India Bluechip Fund-Growth;352.8967;349.3677;352.8967;12-May-2016
100471;Franklin India Bluechip Fund-Growth;350.0287;346.5284;350.0287;13-May-2016
100471;Franklin India Bluechip Fund-Growth;351.0481;347.5376;351.0481;16-May-2016
100471;Franklin India Bluechip Fund-Growth;352.1902;348.6683;352.1902;17-May-2016
100471;Franklin India Bluechip Fund-Growth;351.8294;348.3111;351.8294;18-May-2016
100471;Franklin India Bluechip Fund-Growth;349.5102;346.0151;349.5102;19-May-2016
100471;Franklin India Bluechip Fund-Growth;347.8602;344.3816;347.8602;20-May-2016
100471;Franklin India Bluechip Fund-Growth;347.0403;343.5699;347.0403;23-May-2016
100471;Franklin India Bluechip Fund-Growth;346.9735;343.5038;346.9735;24-May-2016
100471;Franklin India Bluechip Fund-Growth;354.2457;350.7032;354.2457;25-May-2016
100471;Franklin India Bluechip Fund-Growth;359.0563;355.4657;359.0563;26-May-2016
100471;Franklin India Bluechip Fund-Growth;362.1669;358.5452;362.1669;27-May-2016
100471;Franklin India Bluechip Fund-Growth;364.0725;360.4318;364.0725;30-May-2016
100471;Franklin India Bluechip Fund-Growth;364.1111;360.4700;364.1111;31-May-2016
100471;Franklin India Bluechip Fund-Growth;363.6589;360.0223;363.6589;01-Jun-2016
100471;Franklin India Bluechip Fund-Growth;365.1136;361.4625;365.1136;02-Jun-2016
100471;Franklin India Bluechip Fund-Growth;365.2486;361.5961;365.2486;03-Jun-2016
100471;Franklin India Bluechip Fund-Growth;364.5791;360.9333;364.5791;06-Jun-2016
100471;Franklin India Bluechip Fund-Growth;366.5021;362.8371;366.5021;07-Jun-2016
100471;Franklin India Bluechip Fund-Growth;367.1130;363.4419;367.1130;08-Jun-2016
100471;Franklin India Bluechip Fund-Growth;365.4900;361.8351;365.4900;09-Jun-2016
100471;Franklin India Bluechip Fund-Growth;364.4783;360.8335;364.4783;10-Jun-2016
100471;Franklin India Bluechip Fund-Growth;362.2315;358.6092;362.2315;13-Jun-2016
100471;Franklin India Bluechip Fund-Growth;361.9141;358.2950;361.9141;14-Jun-2016
100471;Franklin India Bluechip Fund-Growth;365.9095;362.2504;365.9095;15-Jun-2016
100471;Franklin India Bluechip Fund-Growth;363.1249;359.4937;363.1249;16-Jun-2016
100471;Franklin India Bluechip Fund-Growth;364.1548;360.5133;364.1548;17-Jun-2016
100471;Franklin India Bluechip Fund-Growth;366.8984;363.2294;366.8984;20-Jun-2016
100471;Franklin India Bluechip Fund-Growth;366.7357;363.0683;366.7357;21-Jun-2016
100471;Franklin India Bluechip Fund-Growth;366.7831;363.1153;366.7831;22-Jun-2016
100471;Franklin India Bluechip Fund-Growth;370.0118;366.3117;370.0118;23-Jun-2016
100471;Franklin India Bluechip Fund-Growth;363.7805;360.1427;363.7805;24-Jun-2016
100471;Franklin India Bluechip Fund-Growth;363.5873;359.9514;363.5873;27-Jun-2016
100471;Franklin India Bluechip Fund-Growth;363.9145;360.2754;363.9145;28-Jun-2016
100471;Franklin India Bluechip Fund-Growth;367.2604;363.5878;367.2604;29-Jun-2016
100471;Franklin India Bluechip Fund-Growth;371.9451;368.2256;371.9451;30-Jun-2016
100471;Franklin India Bluechip Fund-Growth;374.4798;370.7350;374.4798;01-Jul-2016
100471;Franklin India Bluechip Fund-Growth;376.3527;372.5892;376.3527;04-Jul-2016
100471;Franklin India Bluechip Fund-Growth;374.7359;370.9885;374.7359;05-Jul-2016
100471;Franklin India Bluechip Fund-Growth;374.4894;370.7445;374.4894;07-Jul-2016
100471;Franklin India Bluechip Fund-Growth;374.2126;370.4705;374.2126;08-Jul-2016
100471;Franklin India Bluechip Fund-Growth;380.3071;376.5040;380.3071;11-Jul-2016
100471;Franklin India Bluechip Fund-Growth;382.3247;378.5015;382.3247;12-Jul-2016
100471;Franklin India Bluechip Fund-Growth;381.5862;377.7703;381.5862;13-Jul-2016
100471;Franklin India Bluechip Fund-Growth;383.8268;379.9885;383.8268;14-Jul-2016
100471;Franklin India Bluechip Fund-Growth;383.6536;379.8171;383.6536;15-Jul-2016
100471;Franklin India Bluechip Fund-Growth;382.0428;378.2224;382.0428;18-Jul-2016
100471;Franklin India Bluechip Fund-Growth;382.6098;378.7837;382.6098;19-Jul-2016
100471;Franklin India Bluechip Fund-Growth;384.6278;380.7815;384.6278;20-Jul-2016
100471;Franklin India Bluechip Fund-Growth;383.7129;379.8758;383.7129;21-Jul-2016
100471;Franklin India Bluechip Fund-Growth;384.3307;380.4874;384.3307;22-Jul-2016
100471;Franklin India Bluechip Fund-Growth;387.9073;384.0282;387.9073;25-Jul-2016
100471;Franklin India Bluechip Fund-Growth;386.2308;382.3685;386.2308;26-Jul-2016
100471;Franklin India Bluechip Fund-Growth;386.2645;382.4019;386.2645;27-Jul-2016
100471;Franklin India Bluechip Fund-Growth;387.1657;383.2940;387.1657;28-Jul-2016
100471;Franklin India Bluechip Fund-Growth;385.7127;381.8556;385.7127;29-Jul-2016
100471;Franklin India Bluechip Fund-Growth;385.0355;381.1851;385.0355;01-Aug-2016
100471;Franklin India Bluechip Fund-Growth;384.6243;380.7781;384.6243;02-Aug-2016
100471;Franklin India Bluechip Fund-Growth;382.4461;378.6216;382.4461;03-Aug-2016
100471;Franklin India Bluechip Fund-Growth;383.4063;379.5722;383.4063;04-Aug-2016
100471;Franklin India Bluechip Fund-Growth;389.8335;385.9352;389.8335;05-Aug-2016
100471;Franklin India Bluechip Fund-Growth;391.0378;387.1274;391.0378;08-Aug-2016
100471;Franklin India Bluechip Fund-Growth;389.5860;385.6901;389.5860;09-Aug-2016
100471;Franklin India Bluechip Fund-Growth;384.3082;380.4651;384.3082;10-Aug-2016
100471;Franklin India Bluechip Fund-Growth;383.9624;380.1228;383.9624;11-Aug-2016
100471;Franklin India Bluechip Fund-Growth;386.1001;382.2391;386.1001;12-Aug-2016
100471;Franklin India Bluechip Fund-Growth;385.2009;381.3489;385.2009;16-Aug-2016
100471;Franklin India Bluechip Fund-Growth;385.3574;381.5038;385.3574;17-Aug-2016
100471;Franklin India Bluechip Fund-Growth;388.5040;384.6190;388.5040;18-Aug-2016
100471;Franklin India Bluechip Fund-Growth;388.7444;384.8570;388.7444;19-Aug-2016
100471;Franklin India Bluechip Fund-Growth;386.8534;382.9849;386.8534;22-Aug-2016
100471;Franklin India Bluechip Fund-Growth;387.3459;383.4724;387.3459;23-Aug-2016
100471;Franklin India Bluechip Fund-Growth;387.8252;383.9469;387.8252;24-Aug-2016
100471;Franklin India Bluechip Fund-Growth;385.9412;382.0818;385.9412;25-Aug-2016
100471;Franklin India Bluechip Fund-Growth;384.4296;380.5853;384.4296;26-Aug-2016
100471;Franklin India Bluechip Fund-Growth;385.5789;381.7231;385.5789;29-Aug-2016
100471;Franklin India Bluechip Fund-Growth;390.4888;386.5839;390.4888;30-Aug-2016
100471;Franklin India Bluechip Fund-Growth;392.5851;388.6592;392.5851;31-Aug-2016
100471;Franklin India Bluechip Fund-Growth;390.9930;387.0831;390.9930;01-Sep-2016
100471;Franklin India Bluechip Fund-Growth;392.6284;388.7021;392.6284;02-Sep-2016
100471;Franklin India Bluechip Fund-Growth;398.3111;394.3280;398.3111;06-Sep-2016
100471;Franklin India Bluechip Fund-Growth;397.6368;393.6604;397.6368;07-Sep-2016
100471;Franklin India Bluechip Fund-Growth;398.6420;394.6556;398.6420;08-Sep-2016
100471;Franklin India Bluechip Fund-Growth;395.3090;391.3559;395.3090;09-Sep-2016
100471;Franklin India Bluechip Fund-Growth;388.4490;384.5645;388.4490;12-Sep-2016
100471;Franklin India Bluechip Fund-Growth;389.8929;385.9940;389.8929;14-Sep-2016
100471;Franklin India Bluechip Fund-Growth;388.8556;384.9670;388.8556;15-Sep-2016
100471;Franklin India Bluechip Fund-Growth;389.7708;385.8731;389.7708;16-Sep-2016
100471;Franklin India Bluechip Fund-Growth;391.3684;387.4547;391.3684;19-Sep-2016
100471;Franklin India Bluechip Fund-Growth;390.2829;386.3801;390.2829;20-Sep-2016
100471;Franklin India Bluechip Fund-Growth;389.8322;385.9339;389.8322;21-Sep-2016
100471;Franklin India Bluechip Fund-Growth;393.6413;389.7049;393.6413;22-Sep-2016
100471;Franklin India Bluechip Fund-Growth;392.5226;388.5974;392.5226;23-Sep-2016
100471;Franklin India Bluechip Fund-Growth;388.6918;384.8049;388.6918;26-Sep-2016
100471;Franklin India Bluechip Fund-Growth;387.7615;383.8839;387.7615;27-Sep-2016
100471;Franklin India Bluechip Fund-Growth;389.9501;386.0506;389.9501;28-Sep-2016
100471;Franklin India Bluechip Fund-Growth;383.0121;379.1820;383.0121;29-Sep-2016
100471;Franklin India Bluechip Fund-Growth;385.2779;381.4251;385.2779;30-Sep-2016
100471;Franklin India Bluechip Fund-Growth;388.9002;385.0112;388.9002;03-Oct-2016
100471;Franklin India Bluechip Fund-Growth;391.4389;387.5245;391.4389;04-Oct-2016
100471;Franklin India Bluechip Fund-Growth;390.5086;386.6035;390.5086;05-Oct-2016
100471;Franklin India Bluechip Fund-Growth;389.3751;385.4813;389.3751;06-Oct-2016
100471;Franklin India Bluechip Fund-Growth;389.2526;385.3601;389.2526;07-Oct-2016
100471;Franklin India Bluechip Fund-Growth;389.1919;385.3000;389.1919;10-Oct-2016
100471;Franklin India Bluechip Fund-Growth;384.3105;380.4674;384.3105;13-Oct-2016
100471;Franklin India Bluechip Fund-Growth;385.7494;381.8919;385.7494;14-Oct-2016
100471;Franklin India Bluechip Fund-Growth;382.6882;378.8613;382.6882;17-Oct-2016
100471;Franklin India Bluechip Fund-Growth;387.9349;384.0556;387.9349;18-Oct-2016
100471;Franklin India Bluechip Fund-Growth;387.9190;384.0398;387.9190;19-Oct-2016
100471;Franklin India Bluechip Fund-Growth;389.2778;385.3850;389.2778;20-Oct-2016
100471;Franklin India Bluechip Fund-Growth;389.9803;386.0805;389.9803;21-Oct-2016
100471;Franklin India Bluechip Fund-Growth;390.2856;386.3827;390.2856;24-Oct-2016
100471;Franklin India Bluechip Fund-Growth;390.5310;386.6257;390.5310;25-Oct-2016
100471;Franklin India Bluechip Fund-Growth;387.5145;383.6394;387.5145;26-Oct-2016
100471;Franklin India Bluechip Fund-Growth;385.9691;382.1094;385.9691;27-Oct-2016
100471;Franklin India Bluechip Fund-Growth;387.8319;383.9536;387.8319;28-Oct-2016
100471;Franklin India Bluechip Fund-Growth;387.1190;383.2478;387.1190;01-Nov-2016
100471;Franklin India Bluechip Fund-Growth;381.9223;378.1031;381.9223;02-Nov-2016
100471;Franklin India Bluechip Fund-Growth;380.1647;376.3631;380.1647;03-Nov-2016
100471;Franklin India Bluechip Fund-Growth;377.4185;373.6443;377.4185;04-Nov-2016
100471;Franklin India Bluechip Fund-Growth;380.2204;376.4182;380.2204;07-Nov-2016
100471;Franklin India Bluechip Fund-Growth;382.9862;379.1563;382.9862;08-Nov-2016
100471;Franklin India Bluechip Fund-Growth;380.6545;376.8480;380.6545;09-Nov-2016
100471;Franklin India Bluechip Fund-Growth;385.8163;381.9581;385.8163;10-Nov-2016
100471;Franklin India Bluechip Fund-Growth;376.3696;372.6059;376.3696;11-Nov-2016
100471;Franklin India Bluechip Fund-Growth;368.2658;364.5831;368.2658;15-Nov-2016
100471;Franklin India Bluechip Fund-Growth;368.6687;364.9820;368.6687;16-Nov-2016
100471;Franklin India Bluechip Fund-Growth;367.2130;363.5409;367.2130;17-Nov-2016
100471;Franklin India Bluechip Fund-Growth;368.0944;364.4135;368.0944;18-Nov-2016
100471;Franklin India Bluechip Fund-Growth;360.8881;357.2792;360.8881;21-Nov-2016
100471;Franklin India Bluechip Fund-Growth;363.6361;359.9997;363.6361;22-Nov-2016
100471;Franklin India Bluechip Fund-Growth;364.6083;360.9622;364.6083;23-Nov-2016
100471;Franklin India Bluechip Fund-Growth;362.0190;358.3988;362.0190;24-Nov-2016
100471;Franklin India Bluechip Fund-Growth;367.3403;363.6669;367.3403;25-Nov-2016
100471;Franklin India Bluechip Fund-Growth;367.8598;364.1812;367.8598;28-Nov-2016
100471;Franklin India Bluechip Fund-Growth;369.4024;365.7084;369.4024;29-Nov-2016
100471;Franklin India Bluechip Fund-Growth;372.7580;369.0304;372.7580;30-Nov-2016
100471;Franklin India Bluechip Fund-Growth;370.3626;366.6590;370.3626;01-Dec-2016
100471;Franklin India Bluechip Fund-Growth;366.4548;362.7903;366.4548;02-Dec-2016
100471;Franklin India Bluechip Fund-Growth;368.9496;365.2601;368.9496;05-Dec-2016
100471;Franklin India Bluechip Fund-Growth;369.4608;365.7662;369.4608;06-Dec-2016
100471;Franklin India Bluechip Fund-Growth;367.7494;364.0719;367.7494;07-Dec-2016
100471;Franklin India Bluechip Fund-Growth;373.7125;369.9754;373.7125;08-Dec-2016
100471;Franklin India Bluechip Fund-Growth;373.7904;370.0525;373.7904;09-Dec-2016
100471;Franklin India Bluechip Fund-Growth;369.2305;365.5382;369.2305;12-Dec-2016
100471;Franklin India Bluechip Fund-Growth;370.6878;366.9809;370.6878;13-Dec-2016
100471;Franklin India Bluechip Fund-Growth;368.8564;365.1678;368.8564;14-Dec-2016
100471;Franklin India Bluechip Fund-Growth;368.0639;364.3833;368.0639;15-Dec-2016
100471;Franklin India Bluechip Fund-Growth;366.8206;363.1524;366.8206;16-Dec-2016
100471;Franklin India Bluechip Fund-Growth;365.2813;361.6285;365.2813;19-Dec-2016
100471;Franklin India Bluechip Fund-Growth;363.9386;360.2992;363.9386;20-Dec-2016
100471;Franklin India Bluechip Fund-Growth;363.2697;359.6370;363.2697;21-Dec-2016
100471;Franklin India Bluechip Fund-Growth;359.4181;355.8239;359.4181;22-Dec-2016
100471;Franklin India Bluechip Fund-Growth;359.2939;355.7010;359.2939;23-Dec-2016
100471;Franklin India Bluechip Fund-Growth;356.0536;352.4931;356.0536;26-Dec-2016
100471;Franklin India Bluechip Fund-Growth;360.6658;357.0591;360.6658;27-Dec-2016
100471;Franklin India Bluechip Fund-Growth;360.8765;357.2677;360.8765;28-Dec-2016
100471;Franklin India Bluechip Fund-Growth;364.0455;360.4050;364.0455;29-Dec-2016
100471;Franklin India Bluechip Fund-Growth;367.0459;363.3754;367.0459;30-Dec-2016
100471;Franklin India Bluechip Fund-Growth;367.3060;363.6329;367.3060;02-Jan-2017
100471;Franklin India Bluechip Fund-Growth;368.0349;364.3546;368.0349;03-Jan-2017
100471;Franklin India Bluechip Fund-Growth;368.4204;364.7362;368.4204;04-Jan-2017
100471;Franklin India Bluechip Fund-Growth;372.7692;369.0415;372.7692;05-Jan-2017
100471;Franklin India Bluechip Fund-Growth;372.3656;368.6419;372.3656;06-Jan-2017
100471;Franklin India Bluechip Fund-Growth;371.3037;367.5907;371.3037;09-Jan-2017
100471;Franklin India Bluechip Fund-Growth;372.8548;369.1263;372.8548;10-Jan-2017
100471;Franklin India Bluechip Fund-Growth;377.9574;374.1778;377.9574;11-Jan-2017
100471;Franklin India Bluechip Fund-Growth;378.5646;374.7790;378.5646;12-Jan-2017
100471;Franklin India Bluechip Fund-Growth;377.7839;374.0061;377.7839;13-Jan-2017
100471;Franklin India Bluechip Fund-Growth;378.5611;374.7755;378.5611;16-Jan-2017
100471;Franklin India Bluechip Fund-Growth;377.9075;374.1284;377.9075;17-Jan-2017
100471;Franklin India Bluechip Fund-Growth;378.9892;375.1993;378.9892;18-Jan-2017
100471;Franklin India Bluechip Fund-Growth;380.0701;376.2694;380.0701;19-Jan-2017
100471;Franklin India Bluechip Fund-Growth;376.7526;372.9851;376.7526;20-Jan-2017
100471;Franklin India Bluechip Fund-Growth;378.3006;374.5176;378.3006;23-Jan-2017
100471;Franklin India Bluechip Fund-Growth;381.6470;377.8305;381.6470;24-Jan-2017
100471;Franklin India Bluechip Fund-Growth;386.2643;382.4017;386.2643;25-Jan-2017
100471;Franklin India Bluechip Fund-Growth;387.8227;383.9445;387.8227;27-Jan-2017
100471;Franklin India Bluechip Fund-Growth;388.8159;384.9277;388.8159;30-Jan-2017
100471;Franklin India Bluechip Fund-Growth;384.8219;380.9737;384.8219;31-Jan-2017
100471;Franklin India Bluechip Fund-Growth;390.4702;386.5655;390.4702;01-Feb-2017
100471;Franklin India Bluechip Fund-Growth;391.2953;387.3823;391.2953;02-Feb-2017
100471;Franklin India Bluechip Fund-Growth;392.1144;388.1933;392.1144;03-Feb-2017
100471;Franklin India Bluechip Fund-Growth;394.5196;390.5744;394.5196;06-Feb-2017
100471;Franklin India Bluechip Fund-Growth;393.2729;389.3402;393.2729;07-Feb-2017
100471;Franklin India Bluechip Fund-Growth;394.1415;390.2001;394.1415;08-Feb-2017
100471;Franklin India Bluechip Fund-Growth;394.6527;390.7062;394.6527;09-Feb-2017
100471;Franklin India Bluechip Fund-Growth;396.0759;392.1151;396.0759;10-Feb-2017
100471;Franklin India Bluechip Fund-Growth;396.4501;392.4856;396.4501;13-Feb-2017
100471;Franklin India Bluechip Fund-Growth;395.3548;391.4013;395.3548;14-Feb-2017
100471;Franklin India Bluechip Fund-Growth;391.4437;387.5293;391.4437;15-Feb-2017
100471;Franklin India Bluechip Fund-Growth;395.6850;391.7282;395.6850;16-Feb-2017
100471;Franklin India Bluechip Fund-Growth;398.6301;394.6438;398.6301;17-Feb-2017
100471;Franklin India Bluechip Fund-Growth;400.6259;396.6196;400.6259;20-Feb-2017
100471;Franklin India Bluechip Fund-Growth;402.0212;398.0010;402.0212;21-Feb-2017
100471;Franklin India Bluechip Fund-Growth;401.9917;397.9718;401.9917;22-Feb-2017
100471;Franklin India Bluechip Fund-Growth;402.1245;398.1033;402.1245;23-Feb-2017
100471;Franklin India Bluechip Fund-Growth;399.9576;395.9580;399.9576;27-Feb-2017
100471;Franklin India Bluechip Fund-Growth;399.9463;395.9468;399.9463;28-Feb-2017
100471;Franklin India Bluechip Fund-Growth;401.6304;397.6141;401.6304;01-Mar-2017
100471;Franklin India Bluechip Fund-Growth;399.4454;395.4509;399.4454;02-Mar-2017
100471;Franklin India Bluechip Fund-Growth;399.7166;395.7194;399.7166;03-Mar-2017
100471;Franklin India Bluechip Fund-Growth;402.2668;398.2441;402.2668;06-Mar-2017
100471;Franklin India Bluechip Fund-Growth;401.1543;397.1428;401.1543;07-Mar-2017
100471;Franklin India Bluechip Fund-Growth;400.2319;396.2296;400.2319;08-Mar-2017
100471;Franklin India Bluechip Fund-Growth;399.8183;395.8201;399.8183;09-Mar-2017
100471;Franklin India Bluechip Fund-Growth;400.1885;396.1866;400.1885;10-Mar-2017
